num_individuals,num_neighbors,num_facts,starting_knowledge,investigation_probability,philosophy,truth_mean,truth_total,false_mean,false_total
20,8,300,15,0.2,skeptical,0.590952380952381,173,0.4090476190476191,120
20,8,300,15,0.2,skeptical,0.6276556776556776,185,0.37234432234432235,108
20,8,300,15,0.2,skeptical,0.6286446886446886,185,0.3713553113553114,108
20,8,300,15,0.2,skeptical,0.5016666666666667,149,0.49833333333333335,148
20,8,300,15,0.2,reid,0.6061497326203209,2267,0.3938502673796792,1473
20,8,300,15,0.2,reid,0.6808290155440416,2628,0.31917098445595865,1232
20,8,300,15,0.2,reid,0.7308673469387753,2865,0.26913265306122447,1055
20,8,300,15,0.2,reid,0.6617948717948716,2581,0.3382051282051281,1319
20,8,300,15,0.2,reid,0.6637362637362636,2416,0.3362637362637362,1224
20,8,300,15,0.2,reid,0.5802083333333334,2228,0.4197916666666666,1612
20,8,300,15,0.2,reid,0.6706806282722513,2562,0.32931937172774867,1258
20,8,300,15,0.2,reid,0.5310526315789473,2018,0.46894736842105267,1782
20,8,300,15,0.2,reid,0.6055263157894738,2301,0.39447368421052637,1499
20,8,300,15,0.2,reid,0.5587301587301586,2112,0.4412698412698413,1668
20,8,300,15,0.2,direct,0.7531993374508437,2250,0.24680066254915628,739
20,8,300,15,0.2,direct,0.7563630732767598,1844,0.24363692672324042,597
20,8,300,15,0.2,direct,0.6918033043317224,1798,0.30819669566827734,804
20,8,300,15,0.2,direct,0.7297649214025509,1783,0.2702350785974491,663
20,8,300,15,0.2,direct,0.8262045504937326,1869,0.1737954495062674,396
20,8,300,15,0.2,direct,0.8254889429847599,2174,0.17451105701524014,462
20,8,300,15,0.2,direct,0.7114939719128238,1866,0.28850602808717635,760
20,8,300,15,0.2,direct,0.8684775915345272,2631,0.13152240846547264,401
20,8,300,15,0.2,direct,0.7802450131948866,2126,0.2197549868051135,601
20,8,300,15,0.2,direct,0.8530788997027562,1904,0.14692110029724384,333
20,8,300,15,0.2,indirect,0.5638743455497383,2154,0.4361256544502618,1666
20,8,300,15,0.2,indirect,0.6373759271378708,2436,0.3626240728621292,1386
20,8,300,15,0.2,indirect,0.6152137495838503,2281,0.38478625041614967,1427
20,8,300,15,0.2,indirect,0.6389175257731956,2479,0.36108247422680406,1401
20,8,300,15,0.2,indirect,0.577144285371963,2226,0.42285571462803706,1631
20,8,300,15,0.2,indirect,0.5818647187812274,2157,0.41813528121877264,1550
20,8,300,15,0.2,indirect,0.6859890109890108,2497,0.3140109890109889,1143
20,8,300,15,0.2,indirect,0.6763157894736842,2570,0.3236842105263158,1230
20,8,300,15,0.2,indirect,0.6709945574709362,2606,0.3290054425290638,1278
20,8,300,15,0.2,indirect,0.5889473684210527,2238,0.4110526315789473,1562
20,8,300,15,0.4,skeptical,0.5371428571428571,156,0.4628571428571429,135
20,8,300,15,0.4,skeptical,0.5111904761904762,151,0.48880952380952375,144
20,8,300,15,0.4,skeptical,0.6140659340659342,179,0.385934065934066,112
20,8,300,15,0.4,skeptical,0.6959340659340658,205,0.3040659340659341,89
20,8,300,15,0.4,skeptical,0.7002380952380952,207,0.2997619047619048,88
20,8,300,15,0.4,skeptical,0.547069597069597,159,0.45293040293040293,133
20,8,300,15,0.4,skeptical,0.611904761904762,178,0.38809523809523816,114
20,8,300,15,0.4,skeptical,0.8045238095238096,234,0.1954761904761905,57
20,8,300,15,0.4,skeptical,0.6514652014652015,193,0.3485347985347985,102
20,8,300,15,0.4,skeptical,0.7007142857142857,204,0.29928571428571427,87
20,8,300,15,0.4,reid,0.6237113402061853,2420,0.37628865979381443,1460
20,8,300,15,0.4,reid,0.5246192893401016,2067,0.4753807106598984,1873
20,8,300,15,0.4,reid,0.4945312499999999,1899,0.5054687500000001,1941
20,8,300,15,0.4,reid,0.8058510638297871,3030,0.19414893617021278,730
20,8,300,15,0.4,reid,0.6683937823834198,2580,0.33160621761658043,1280
20,8,300,15,0.4,reid,0.6584210526315789,2502,0.34157894736842104,1298
20,8,300,15,0.4,reid,0.6912698412698414,2613,0.3087301587301587,1167
20,8,300,15,0.4,reid,0.7064516129032258,2628,0.2935483870967742,1092
20,8,300,15,0.4,reid,0.7206806282722512,2753,0.27931937172774873,1067
20,8,300,15,0.4,reid,0.5959390862944163,2348,0.4040609137055838,1592
20,8,300,15,0.4,direct,0.76475408307511,1846,0.23524591692489008,572
20,8,300,15,0.4,direct,0.9092313194617041,1929,0.09076868053829584,196
20,8,300,15,0.4,direct,0.8775858490711184,1761,0.12241415092888161,250
20,8,300,15,0.4,direct,0.7771164017334448,1609,0.22288359826655535,466
20,8,300,15,0.4,direct,0.7860914986210885,1923,0.21390850137891135,526
20,8,300,15,0.4,direct,0.8241867340879395,1822,0.17581326591206053,393
20,8,300,15,0.4,direct,0.7739109551727581,2141,0.2260890448272422,628
20,8,300,15,0.4,direct,0.7527823725054958,2003,0.24721762749450424,660
20,8,300,15,0.4,direct,0.7526712878101038,1955,0.24732871218989652,645
20,8,300,15,0.4,direct,0.8199775196371553,2342,0.18002248036284466,516
20,8,300,15,0.4,indirect,0.5991005291005292,2276,0.40089947089947087,1523
20,8,300,15,0.4,indirect,0.5272020725388602,2035,0.4727979274611398,1825
20,8,300,15,0.4,indirect,0.47216216216216217,1747,0.5278378378378379,1953
20,8,300,15,0.4,indirect,0.564247311827957,2099,0.43575268817204293,1621
20,8,300,15,0.4,indirect,0.5702631578947368,2167,0.42973684210526314,1633
20,8,300,15,0.4,indirect,0.7274715094419479,2721,0.27252849055805217,1020
20,8,300,15,0.4,indirect,0.6296791443850267,2355,0.3703208556149733,1385
20,8,300,15,0.4,indirect,0.6752631578947369,2566,0.3247368421052631,1234
20,8,300,15,0.4,indirect,0.533127399481079,2081,0.46687260051892104,1821
20,8,300,15,0.4,indirect,0.5860103626943007,2262,0.4139896373056994,1598
20,8,300,15,0.6000000000000001,skeptical,0.6771978021978022,200,0.3228021978021979,94
20,8,300,15,0.6000000000000001,skeptical,0.6354761904761905,188,0.3645238095238095,108
20,8,300,15,0.6000000000000001,skeptical,0.67496336996337,195,0.32503663003663,95
20,8,300,15,0.6000000000000001,skeptical,0.6716117216117217,194,0.3283882783882784,96
20,8,300,15,0.6000000000000001,skeptical,0.5906776556776558,172,0.40932234432234427,119
20,8,300,15,0.6000000000000001,skeptical,0.5746336996336997,169,0.42536630036630035,124
20,8,300,15,0.6000000000000001,skeptical,0.5054761904761905,149,0.4945238095238095,144
20,8,300,15,0.6000000000000001,skeptical,0.5283333333333332,154,0.4716666666666667,136
20,8,300,15,0.6000000000000001,skeptical,0.687142857142857,204,0.31285714285714283,92
20,8,300,15,0.6000000000000001,skeptical,0.5616666666666668,165,0.4383333333333333,129
20,8,300,15,0.6000000000000001,reid,0.5935135135135134,2196,0.4064864864864865,1504
20,8,300,15,0.6000000000000001,reid,0.5464467005076141,2153,0.45355329949238576,1787
20,8,300,15,0.6000000000000001,reid,0.6421052631578947,2440,0.3578947368421052,1360
20,8,300,15,0.6000000000000001,reid,0.5045454545454546,1887,0.4954545454545455,1853
20,8,300,15,0.6000000000000001,reid,0.5649746192893401,2226,0.43502538071066,1714
20,8,300,15,0.6000000000000001,reid,0.613903743315508,2296,0.386096256684492,1444
20,8,300,15,0.6000000000000001,reid,0.6216577540106953,2325,0.3783422459893049,1415
20,8,300,15,0.6000000000000001,reid,0.6019607843137254,2456,0.3980392156862747,1624
20,8,300,15,0.6000000000000001,reid,0.6307291666666666,2422,0.3692708333333333,1418
20,8,300,15,0.6000000000000001,direct,0.7245415087856498,1900,0.27545849121435023,726
20,8,300,15,0.6000000000000001,direct,0.7268151226401279,1863,0.27318487735987207,704
20,8,300,15,0.6000000000000001,direct,0.7216174615840136,2093,0.27838253841598626,809
20,8,300,15,0.6000000000000001,direct,0.9081957778246889,1811,0.09180422217531138,188
20,8,300,15,0.6000000000000001,direct,0.8586613718354013,1829,0.1413386281645988,305
20,8,300,15,0.6000000000000001,direct,0.8445924347865448,2009,0.15540756521345517,373
20,8,300,15,0.6000000000000001,direct,0.8907053711206994,2209,0.10929462887930078,274
20,8,300,15,0.6000000000000001,direct,0.8113398817784045,2056,0.18866011822159556,481
20,8,300,15,0.6000000000000001,direct,0.7151478013245615,1989,0.28485219867543843,794
20,8,300,15,0.6000000000000001,direct,0.6047996300299439,1921,0.3952003699700562,1257
20,8,300,15,0.6000000000000001,indirect,0.5941176470588234,2222,0.4058823529411765,1518
20,8,300,15,0.6000000000000001,indirect,0.5599999999999998,2184,0.44000000000000006,1716
20,8,300,15,0.6000000000000001,indirect,0.5538659793814432,2149,0.4461340206185568,1731
20,8,300,15,0.6000000000000001,indirect,0.6050761421319796,2384,0.39492385786802026,1556
20,8,300,15,0.6000000000000001,indirect,0.6492105263157895,2467,0.3507894736842106,1333
20,8,300,15,0.6000000000000001,indirect,0.5852791878172589,2306,0.41472081218274115,1634
20,8,300,15,0.6000000000000001,indirect,0.6395833333333334,2456,0.3604166666666667,1384
20,8,300,15,0.6000000000000001,indirect,0.6396269633507853,2444,0.36037303664921466,1377
20,8,300,15,0.6000000000000001,indirect,0.5578125,2142,0.4421875,1698
20,8,300,15,0.6000000000000001,indirect,0.48771477141642894,1766,0.5122852285835713,1855
20,8,300,15,0.8,skeptical,0.5502380952380953,162,0.4497619047619047,133
20,8,300,15,0.8,skeptical,0.5711904761904762,170,0.42880952380952386,127
20,8,300,15,0.8,skeptical,0.475,141,0.5250000000000001,156
20,8,300,15,0.8,skeptical,0.6795238095238095,200,0.32047619047619047,95
20,8,300,15,0.8,skeptical,0.6735714285714287,197,0.32642857142857146,95
20,8,300,15,0.8,skeptical,0.6769413919413919,199,0.3230586080586081,93
20,8,300,15,0.8,skeptical,0.5407142857142858,160,0.45928571428571424,133
20,8,300,15,0.8,skeptical,0.5432417582417582,159,0.45675824175824176,134
20,8,300,15,0.8,skeptical,0.703974358974359,206,0.296025641025641,87
20,8,300,15,0.8,skeptical,0.698937728937729,205,0.3010622710622711,87
20,8,300,15,0.8,reid,0.5778645833333333,2219,0.4221354166666667,1621
20,8,300,15,0.8,reid,0.7010526315789474,2664,0.29894736842105263,1136
20,8,300,15,0.8,reid,0.6638586956521738,2443,0.3361413043478261,1237
20,8,300,15,0.8,reid,0.6463730569948188,2495,0.35362694300518144,1365
20,8,300,15,0.8,reid,0.7023936170212768,2641,0.2976063829787234,1119
20,8,300,15,0.8,reid,0.6751308900523559,2579,0.324869109947644,1241
20,8,300,15,0.8,reid,0.5865591397849463,2182,0.4134408602150537,1538
20,8,300,15,0.8,reid,0.5723076923076922,2232,0.42769230769230776,1668
20,8,300,15,0.8,reid,0.5744791666666667,2206,0.4255208333333333,1634
20,8,300,15,0.8,reid,0.7028795811518325,2685,0.29712041884816764,1135
20,8,300,15,0.8,direct,0.8162030359905975,2146,0.18379696400940274,486
20,8,300,15,0.8,direct,0.7910986975463883,1863,0.20890130245361177,496
20,8,300,15,0.8,direct,0.8985415469852198,2348,0.10145845301478032,267
20,8,300,15,0.8,direct,0.7958132684748408,1697,0.20418673152515918,440
20,8,300,15,0.8,direct,0.893486536617394,2422,0.10651346338260588,291
20,8,300,15,0.8,direct,0.7975929783540383,1929,0.20240702164596175,493
20,8,300,15,0.8,direct,0.8453003065723459,2005,0.15469969342765402,370
20,8,300,15,0.8,direct,0.6882287128595042,1850,0.311771287140496,841
20,8,300,15,0.8,direct,0.8074617801162202,2007,0.19253821988377995,482
20,8,300,15,0.8,direct,0.6186972830154167,1657,0.3813027169845832,1024
20,8,300,15,0.8,indirect,0.5699999999999998,2223,0.43000000000000005,1677
20,8,300,15,0.8,indirect,0.5881374535629854,2212,0.4118625464370146,1549
20,8,300,15,0.8,indirect,0.654787234042553,2462,0.34521276595744677,1298
20,8,300,15,0.8,indirect,0.5663265306122449,2220,0.4336734693877551,1700
20,8,300,15,0.8,indirect,0.5775132275132275,2183,0.42248677248677247,1597
20,8,300,15,0.8,indirect,0.6752688172043011,2512,0.324731182795699,1208
20,8,300,15,0.8,indirect,0.6687817258883249,2635,0.3312182741116752,1305
20,8,300,15,0.8,indirect,0.6769841269841269,2559,0.323015873015873,1221
20,8,300,15,0.8,indirect,0.5984375000000001,2298,0.4015625,1542
20,8,300,15,0.8,indirect,0.5516216216216216,2041,0.44837837837837846,1659
20,8,600,15,0.0,skeptical,0.6040476190476189,180,0.39595238095238094,118
20,8,600,15,0.0,skeptical,0.4954761904761904,148,0.5045238095238096,151
20,8,600,15,0.0,skeptical,0.530860805860806,157,0.4691391941391941,139
20,8,600,15,0.0,skeptical,0.608095238095238,179,0.39190476190476187,117
20,8,600,15,0.0,skeptical,0.6242857142857141,187,0.37571428571428567,111
20,8,600,15,0.0,skeptical,0.5535714285714286,165,0.44642857142857134,132
20,8,600,15,0.0,skeptical,0.7197619047619048,212,0.28023809523809523,83
20,8,600,15,0.0,skeptical,0.6557142857142857,193,0.3442857142857143,101
20,8,600,15,0.0,skeptical,0.5254945054945055,155,0.4745054945054945,139
20,8,600,15,0.0,skeptical,0.49666666666666687,149,0.5033333333333332,151
20,8,600,15,0.0,reid,0.5340909090909092,2585,0.46590909090909083,2255
20,8,600,15,0.0,reid,0.5536016949152541,2613,0.44639830508474576,2107
20,8,600,15,0.0,reid,0.5139380530973452,2323,0.4860619469026548,2197
20,8,600,15,0.0,reid,0.5178111587982832,2413,0.48218884120171673,2247
20,8,600,15,0.0,reid,0.6140692640692642,2837,0.3859307359307359,1783
20,8,600,15,0.0,reid,0.6144067796610171,2900,0.38559322033898313,1820
20,8,600,15,0.0,reid,0.5989711934156379,2911,0.40102880658436213,1949
20,8,600,15,0.0,reid,0.6690265486725664,3024,0.33097345132743367,1496
20,8,600,15,0.0,reid,0.4808823529411764,2289,0.5191176470588235,2471
20,8,600,15,0.0,reid,0.565062761506276,2701,0.43493723849372384,2079
20,8,600,15,0.0,direct,0.7594638697001489,2438,0.24053613029985108,775
20,8,600,15,0.0,direct,0.8726493163676066,2294,0.12735068363239338,338
20,8,600,15,0.0,direct,0.7750869877063404,2267,0.22491301229365934,661
20,8,600,15,0.0,direct,0.8604148968704948,2683,0.13958510312950517,438
20,8,600,15,0.0,direct,0.732360033592489,2079,0.2676399664075109,764
20,8,600,15,0.0,direct,0.7887610668896802,2141,0.21123893311031985,578
20,8,600,15,0.0,direct,0.8666097420917808,2190,0.13339025790821923,341
20,8,600,15,0.0,direct,0.9032030668381168,2113,0.09679693316188306,231
20,8,600,15,0.0,direct,0.7073951567761574,2359,0.29260484322384267,979
20,8,600,15,0.0,direct,0.8299245416289003,2314,0.17007545837109977,477
20,8,600,15,0.0,indirect,0.6596153846153845,3087,0.3403846153846153,1593
20,8,600,15,0.0,indirect,0.6188016528925621,2995,0.38119834710743794,1845
20,8,600,15,0.0,indirect,0.6073275862068966,2818,0.39267241379310347,1822
20,8,600,15,0.0,indirect,0.5905349794238683,2870,0.4094650205761317,1990
20,8,600,15,0.0,indirect,0.7336202930772501,3456,0.26637970692274976,1255
20,8,600,15,0.0,indirect,0.6919687347795138,3401,0.3080312652204863,1514
20,8,600,15,0.0,indirect,0.6718884120171674,3131,0.3281115879828326,1529
20,8,600,15,0.0,indirect,0.5617903930131005,2573,0.4382096069868995,2007
20,8,600,15,0.0,indirect,0.5441393766899321,2576,0.45586062331006805,2158
20,8,600,15,0.0,indirect,0.6192468619246864,2960,0.38075313807531386,1820
20,8,600,15,0.2,skeptical,0.6559523809523811,196,0.34404761904761905,103
20,8,600,15,0.2,skeptical,0.5478205128205129,160,0.4521794871794872,133
20,8,600,15,0.2,skeptical,0.5666666666666667,166,0.4333333333333334,129
20,8,600,15,0.2,skeptical,0.6554761904761905,194,0.34452380952380957,102
20,8,600,15,0.2,skeptical,0.31785714285714284,95,0.6821428571428572,203
20,8,600,15,0.2,skeptical,0.564047619047619,168,0.4359523809523809,130
20,8,600,15,0.2,skeptical,0.6602380952380953,194,0.33976190476190476,101
20,8,600,15,0.2,skeptical,0.78,234,0.22000000000000003,66
20,8,600,15,0.2,skeptical,0.5507142857142857,165,0.4492857142857143,134
20,8,600,15,0.2,skeptical,0.5037912087912088,150,0.49620879120879113,147
20,8,600,15,0.2,reid,0.6908333333333332,3316,0.3091666666666667,1484
20,8,600,15,0.2,reid,0.5483263598326359,2621,0.4516736401673641,2159
20,8,600,15,0.2,reid,0.6355421686746988,3165,0.36445783132530124,1815
20,8,600,15,0.2,reid,0.7211453744493391,3274,0.2788546255506608,1266
20,8,600,15,0.2,reid,0.6205284552845528,3053,0.3794715447154472,1867
20,8,600,15,0.2,reid,0.7244725738396625,3434,0.2755274261603375,1306
20,8,600,15,0.2,reid,0.5175105485232067,2453,0.48248945147679334,2287
20,8,600,15,0.2,reid,0.5419421487603305,2623,0.4580578512396694,2217
20,8,600,15,0.2,reid,0.5455102040816326,2673,0.45448979591836736,2227
20,8,600,15,0.2,reid,0.629956896551724,2923,0.3700431034482758,1717
20,8,600,15,0.2,direct,0.8375354464460937,2194,0.16246455355390627,430
20,8,600,15,0.2,direct,0.7912104944043975,2301,0.20878950559560275,610
20,8,600,15,0.2,direct,0.8444739361631658,1876,0.1555260638368343,350
20,8,600,15,0.2,direct,0.7213077160686859,2222,0.27869228393131423,861
20,8,600,15,0.2,direct,0.8181926758469406,2131,0.18180732415305959,478
20,8,600,15,0.2,direct,0.8421305650780047,2320,0.15786943492199518,439
20,8,600,15,0.2,direct,0.818086733499447,2287,0.18191326650055326,512
20,8,600,15,0.2,direct,0.8384314650930265,2461,0.1615685349069734,477
20,8,600,15,0.2,direct,0.8252883279876609,2616,0.17471167201233917,556
20,8,600,15,0.2,direct,0.8509687327210853,2482,0.1490312672789147,438
20,8,600,15,0.2,indirect,0.5517021276595744,2593,0.4482978723404255,2107
20,8,600,15,0.2,indirect,0.6487538237052143,3090,0.35124617629478555,1673
20,8,600,15,0.2,indirect,0.5992477876106195,2708,0.4007522123893805,1811
20,8,600,15,0.2,indirect,0.6297299509001635,2949,0.37027004909983624,1734
20,8,600,15,0.2,indirect,0.7229614562403117,3412,0.27703854375968834,1308
20,8,600,15,0.2,indirect,0.5877551020408165,2880,0.4122448979591836,2020
20,8,600,15,0.2,indirect,0.6803573919107391,3263,0.3196426080892608,1533
20,8,600,15,0.2,indirect,0.6673640167364017,3190,0.33263598326359833,1590
20,8,600,15,0.2,indirect,0.6894263878390863,3352,0.31057361216091367,1510
20,8,600,15,0.2,indirect,0.5183035714285715,2322,0.48169642857142847,2158
20,8,600,15,0.4,skeptical,0.5283333333333332,158,0.4716666666666668,141
20,8,600,15,0.4,skeptical,0.5554761904761906,165,0.44452380952380954,132
20,8,600,15,0.4,skeptical,0.6123809523809525,182,0.38761904761904764,115
20,8,600,15,0.4,skeptical,0.5838095238095238,174,0.41619047619047633,122
20,8,600,15,0.4,skeptical,0.629047619047619,186,0.3709523809523809,110
20,8,600,15,0.4,skeptical,0.535952380952381,158,0.4640476190476191,138
20,8,600,15,0.4,skeptical,0.5160989010989011,152,0.4839010989010989,143
20,8,600,15,0.4,skeptical,0.5700000000000001,170,0.4299999999999999,128
20,8,600,15,0.4,skeptical,0.5026190476190477,150,0.4973809523809523,149
20,8,600,15,0.4,skeptical,0.6728021978021979,199,0.3271978021978022,96
20,8,600,15,0.4,reid,0.671576763485477,3237,0.3284232365145227,1583
20,8,600,15,0.4,reid,0.6510822510822509,3008,0.34891774891774885,1612
20,8,600,15,0.4,reid,0.5417695473251029,2633,0.45823045267489715,2227
20,8,600,15,0.4,reid,0.6008196721311474,2932,0.3991803278688525,1948
20,8,600,15,0.4,reid,0.5030837004405286,2284,0.4969162995594713,2256
20,8,600,15,0.4,reid,0.6431914893617023,3023,0.35680851063829794,1677
20,8,600,15,0.4,reid,0.5849576271186441,2761,0.415042372881356,1959
20,8,600,15,0.4,reid,0.5504115226337449,2675,0.4495884773662552,2185
20,8,600,15,0.4,reid,0.7036324786324784,3293,0.2963675213675213,1387
20,8,600,15,0.4,reid,0.5965665236051503,2780,0.40343347639484983,1880
20,8,600,15,0.4,direct,0.9445613025998799,2143,0.05543869740012016,130
20,8,600,15,0.4,direct,0.7234936069556174,2322,0.27650639304438274,890
20,8,600,15,0.4,direct,0.7771921447512184,2503,0.2228078552487815,721
20,8,600,15,0.4,direct,0.7067599923097834,2123,0.2932400076902165,884
20,8,600,15,0.4,direct,0.8704877403852139,2155,0.1295122596147863,324
20,8,600,15,0.4,direct,0.7380401460534871,1871,0.26195985394651294,668
20,8,600,15,0.4,direct,0.7194201486547539,2414,0.2805798513452462,944
20,8,600,15,0.4,direct,0.884092400390373,2261,0.11590759960962718,300
20,8,600,15,0.4,direct,0.7982109180016191,2428,0.20178908199838091,617
20,8,600,15,0.4,direct,0.7031023105122352,2397,0.29689768948776474,1015
20,8,600,15,0.4,indirect,0.5451665827531726,2607,0.45483341724682713,2175
20,8,600,15,0.4,indirect,0.6251369265788076,2975,0.37486307342119257,1784
20,8,600,15,0.4,indirect,0.5982905982905982,2800,0.4017094017094019,1880
20,8,600,15,0.4,indirect,0.5963829787234044,2803,0.4036170212765957,1897
20,8,600,15,0.4,indirect,0.5963694437069167,2819,0.4036305562930832,1909
20,8,600,15,0.4,indirect,0.6160261594177421,2944,0.38397384058225803,1835
20,8,600,15,0.4,indirect,0.7004237288135593,3306,0.2995762711864407,1414
20,8,600,15,0.4,indirect,0.5608510638297873,2636,0.4391489361702128,2064
20,8,600,15,0.4,indirect,0.5768602509755094,2759,0.42313974902449053,2024
20,8,600,15,0.4,indirect,0.4667364016736403,2231,0.5332635983263597,2549
20,8,600,15,0.6000000000000001,skeptical,0.5564285714285715,166,0.4435714285714285,132
20,8,600,15,0.6000000000000001,skeptical,0.5485714285714285,164,0.4514285714285715,135
20,8,600,15,0.6000000000000001,skeptical,0.6273809523809525,187,0.3726190476190476,111
20,8,600,15,0.6000000000000001,skeptical,0.49822344322344314,147,0.5017765567765567,149
20,8,600,15,0.6000000000000001,skeptical,0.6673809523809525,197,0.3326190476190477,99
20,8,600,15,0.6000000000000001,skeptical,0.5876190476190477,175,0.4123809523809524,123
20,8,600,15,0.6000000000000001,skeptical,0.7361172161172161,216,0.26388278388278397,78
20,8,600,15,0.6000000000000001,skeptical,0.6083333333333335,180,0.39166666666666666,116
20,8,600,15,0.6000000000000001,skeptical,0.6600732600732601,194,0.33992673992673994,99
20,8,600,15,0.6000000000000001,skeptical,0.5769047619047619,169,0.4230952380952381,125
20,8,600,15,0.6000000000000001,reid,0.6419565217391305,2953,0.3580434782608696,1647
20,8,600,15,0.6000000000000001,reid,0.5814583333333333,2791,0.4185416666666667,2009
20,8,600,15,0.6000000000000001,reid,0.6802521008403359,3238,0.31974789915966373,1522
20,8,600,15,0.6000000000000001,reid,0.5377083333333333,2581,0.46229166666666677,2219
20,8,600,15,0.6000000000000001,reid,0.7266806722689074,3459,0.2733193277310924,1301
20,8,600,15,0.6000000000000001,reid,0.5980000000000001,2691,0.402,1809
20,8,600,15,0.6000000000000001,reid,0.6482905982905981,3034,0.35170940170940157,1646
20,8,600,15,0.6000000000000001,reid,0.5718614718614717,2642,0.42813852813852815,1978
20,8,600,15,0.6000000000000001,reid,0.5690476190476191,2629,0.43095238095238086,1991
20,8,600,15,0.6000000000000001,reid,0.5647302904564314,2722,0.4352697095435686,2098
20,8,600,15,0.6000000000000001,direct,0.777352488127917,2166,0.22264751187208298,624
20,8,600,15,0.6000000000000001,direct,0.6594715818178767,1972,0.34052841818212326,1022
20,8,600,15,0.6000000000000001,direct,0.6627282042415239,2387,0.337271795758476,1217
20,8,600,15,0.6000000000000001,direct,0.7460446473757683,2402,0.2539553526242318,821
20,8,600,15,0.6000000000000001,direct,0.8847999695927866,2814,0.11520003040721313,369
20,8,600,15,0.6000000000000001,direct,0.6571151116574658,1957,0.3428848883425341,1025
20,8,600,15,0.6000000000000001,direct,0.8010447998531147,2297,0.19895520014688534,574
20,8,600,15,0.6000000000000001,direct,0.6872479668562383,1997,0.31275203314376143,913
20,8,600,15,0.6000000000000001,direct,0.8566790180561009,2272,0.14332098194389903,385
20,8,600,15,0.6000000000000001,direct,0.862146978603724,2455,0.1378530213962762,396
20,8,600,15,0.6000000000000001,indirect,0.5711500393812521,2725,0.42884996061874786,2046
20,8,600,15,0.6000000000000001,indirect,0.5990611004774364,2821,0.4009388995225634,1888
20,8,600,15,0.6000000000000001,indirect,0.4815782044042914,2223,0.5184217955957087,2393
20,8,600,15,0.6000000000000001,indirect,0.5912863070539418,2850,0.40871369294605825,1970
20,8,600,15,0.6000000000000001,indirect,0.6204570921364694,2773,0.37954290786353073,1697
20,8,600,15,0.6000000000000001,indirect,0.6517322651465146,3089,0.34826773485348517,1651
20,8,600,15,0.6000000000000001,indirect,0.5927968416389371,2715,0.4072031583610629,1865
20,8,600,15,0.6000000000000001,indirect,0.5184549356223176,2416,0.4815450643776824,2244
20,8,600,15,0.6000000000000001,indirect,0.6777292576419216,3104,0.3222707423580786,1476
20,8,600,15,0.6000000000000001,indirect,0.7266218896501984,3418,0.2733781103498016,1286
20,8,600,15,0.8,skeptical,0.5935347985347986,174,0.40646520146520154,120
20,8,600,15,0.8,skeptical,0.5642857142857143,169,0.4357142857142858,129
20,8,600,15,0.8,skeptical,0.5278571428571429,158,0.47214285714285714,141
20,8,600,15,0.8,skeptical,0.6740476190476191,201,0.32595238095238094,97
20,8,600,15,0.8,skeptical,0.4126556776556776,122,0.5873443223443223,172
20,8,600,15,0.8,skeptical,0.5514285714285714,163,0.44857142857142857,133
20,8,600,15,0.8,skeptical,0.6352197802197803,188,0.3647802197802198,108
20,8,600,15,0.8,skeptical,0.7261904761904762,214,0.27380952380952384,81
20,8,600,15,0.8,skeptical,0.5799999999999998,172,0.42000000000000004,125
20,8,600,15,0.8,skeptical,0.5447619047619049,162,0.4552380952380952,136
20,8,600,15,0.8,reid,0.6127232142857142,2745,0.3872767857142857,1735
20,8,600,15,0.8,reid,0.6485416666666667,3113,0.3514583333333333,1687
20,8,600,15,0.8,reid,0.6026859504132231,2917,0.39731404958677696,1923
20,8,600,15,0.8,reid,0.5071428571428572,2343,0.49285714285714277,2277
20,8,600,15,0.8,reid,0.7405349794238683,3599,0.25946502057613163,1261
20,8,600,15,0.8,reid,0.6038297872340423,2838,0.39617021276595743,1862
20,8,600,15,0.8,reid,0.7313304721030043,3408,0.26866952789699566,1252
20,8,600,15,0.8,reid,0.5736170212765958,2696,0.42638297872340436,2004
20,8,600,15,0.8,reid,0.6041484716157207,2767,0.3958515283842795,1813
20,8,600,15,0.8,reid,0.639008620689655,2965,0.36099137931034486,1675
20,8,600,15,0.8,direct,0.8448217110503385,2690,0.15517828894966146,496
20,8,600,15,0.8,direct,0.8465625197097048,2331,0.1534374802902951,426
20,8,600,15,0.8,direct,0.8504329370284948,2652,0.1495670629715052,469
20,8,600,15,0.8,direct,0.7926760750407771,2271,0.20732392495922305,597
20,8,600,15,0.8,direct,0.9103039844475284,2269,0.08969601555247161,227
20,8,600,15,0.8,direct,0.8131951038259775,2657,0.1868048961740229,613
20,8,600,15,0.8,direct,0.8333871155153467,2043,0.16661288448465356,413
20,8,600,15,0.8,direct,0.7840789075291762,2067,0.215921092470824,573
20,8,600,15,0.8,direct,0.7681018496102754,1959,0.23189815038972492,596
20,8,600,15,0.8,direct,0.688832468882812,1651,0.3111675311171878,751
20,8,600,15,0.8,indirect,0.5647916666666666,2711,0.4352083333333333,2089
20,8,600,15,0.8,indirect,0.6978335543992109,3383,0.302166445600789,1465
20,8,600,15,0.8,indirect,0.5227187935843793,2508,0.47728120641562066,2290
20,8,600,15,0.8,indirect,0.6078723404255318,2857,0.3921276595744681,1843
20,8,600,15,0.8,indirect,0.6186695278969956,2883,0.38133047210300425,1777
20,8,600,15,0.8,indirect,0.4595652971386646,2135,0.5404347028613354,2511
