num_individuals,num_neighbors,num_facts,starting_knowledge,philosophy,truth_mean,truth_total,false_mean,false_total
8,2,1500,15,skeptical,0.6261904761904762,75,0.3738095238095238,44
8,2,1500,15,skeptical,0.5916666666666666,71,0.4083333333333333,49
8,2,1500,15,skeptical,0.4994047619047619,59,0.5005952380952381,60
8,2,1500,15,skeptical,0.7160714285714285,85,0.2839285714285714,34
8,2,1500,15,skeptical,0.5678571428571428,67,0.43214285714285716,51
8,2,1500,15,skeptical,0.5916666666666667,71,0.40833333333333327,49
8,2,1500,15,skeptical,0.6107142857142857,72,0.38928571428571435,46
8,2,1500,15,skeptical,0.5750000000000001,69,0.42500000000000004,51
8,2,1500,15,skeptical,0.6964285714285714,83,0.30357142857142855,36
8,2,1500,15,skeptical,0.6416666666666666,77,0.35833333333333334,43
8,2,1500,15,skeptical,0.65,78,0.35000000000000003,42
8,2,1500,15,skeptical,0.6499999999999999,77,0.35,42
8,2,1500,15,skeptical,0.7,84,0.30000000000000004,36
8,2,1500,15,skeptical,0.5249999999999999,63,0.475,57
8,2,1500,15,skeptical,0.6333333333333334,76,0.3666666666666667,44
8,2,1500,15,skeptical,0.5636904761904762,67,0.4363095238095238,52
8,2,1500,15,skeptical,0.5767857142857143,69,0.4232142857142857,50
8,2,1500,15,skeptical,0.4458333333333333,53,0.5541666666666666,66
8,2,1500,15,skeptical,0.525,63,0.475,57
8,2,1500,15,skeptical,0.5851190476190476,70,0.4148809523809524,49
8,2,1500,15,skeptical,0.6583333333333333,79,0.3416666666666667,41
8,2,1500,15,skeptical,0.49583333333333335,59,0.5041666666666667,60
8,2,1500,15,skeptical,0.5898809523809524,70,0.4101190476190476,49
8,2,1500,15,skeptical,0.5732142857142857,68,0.4267857142857143,51
8,2,1500,15,skeptical,0.6416666666666667,77,0.35833333333333334,43
9,2,1500,15,skeptical,0.437037037037037,59,0.5629629629629629,76
9,2,1500,15,skeptical,0.6518518518518519,88,0.34814814814814815,47
9,2,1500,15,skeptical,0.4624338624338625,62,0.5375661375661376,72
9,2,1500,15,skeptical,0.8148148148148149,110,0.1851851851851852,25
9,2,1500,15,skeptical,0.6365079365079365,85,0.3634920634920635,49
9,2,1500,15,skeptical,0.6518518518518519,88,0.3481481481481482,47
9,2,1500,15,skeptical,0.5777777777777778,78,0.4222222222222223,57
9,2,1500,15,skeptical,0.6142857142857143,82,0.38571428571428573,52
9,2,1500,15,skeptical,0.6624338624338625,89,0.3375661375661376,45
9,2,1500,15,skeptical,0.5687830687830687,76,0.4312169312169313,58
9,2,1500,15,skeptical,0.5555555555555556,75,0.4444444444444444,60
9,2,1500,15,skeptical,0.4740740740740741,64,0.5259259259259259,71
9,2,1500,15,skeptical,0.5555555555555556,75,0.4444444444444444,60
9,2,1500,15,skeptical,0.6661375661375663,89,0.3338624338624339,45
9,2,1500,15,skeptical,0.7407407407407407,100,0.25925925925925924,35
9,2,1500,15,skeptical,0.617989417989418,82,0.382010582010582,51
9,2,1500,15,skeptical,0.5629629629629629,76,0.437037037037037,59
9,2,1500,15,skeptical,0.526984126984127,71,0.473015873015873,63
9,2,1500,15,skeptical,0.5925925925925926,80,0.4074074074074074,55
9,2,1500,15,skeptical,0.5619047619047619,75,0.4380952380952381,59
9,2,1500,15,skeptical,0.5777777777777777,78,0.4222222222222223,57
9,2,1500,15,skeptical,0.5703703703703703,77,0.42962962962962964,58
9,2,1500,15,skeptical,0.6888888888888888,93,0.3111111111111111,42
9,2,1500,15,skeptical,0.6888888888888888,93,0.3111111111111111,42
9,2,1500,15,skeptical,0.48148148148148157,64,0.5185185185185185,70
9,2,1500,15,skeptical,0.4455026455026455,59,0.5544973544973545,74
9,2,1500,15,skeptical,0.6370370370370371,86,0.36296296296296293,49
9,2,1500,15,skeptical,0.6666666666666666,90,0.3333333333333333,45
9,2,1500,15,skeptical,0.626984126984127,84,0.37301587301587297,50
9,2,1500,15,skeptical,0.6227513227513227,83,0.37724867724867717,49
9,2,1500,15,skeptical,0.7423280423280424,100,0.2576719576719577,34
9,2,1500,15,skeptical,0.674074074074074,91,0.32592592592592595,44
9,2,1500,15,skeptical,0.3603174603174603,48,0.6396825396825396,86
9,2,1500,15,skeptical,0.4624338624338625,62,0.5375661375661376,71
9,2,1500,15,skeptical,0.473015873015873,63,0.526984126984127,71
9,2,1500,15,skeptical,0.4285714285714286,57,0.5714285714285715,76
9,2,1500,15,skeptical,0.5756613756613755,77,0.4243386243386243,57
9,2,1500,15,skeptical,0.6280423280423281,84,0.37195767195767204,50
9,2,1500,15,skeptical,0.49629629629629624,66,0.5037037037037037,68
9,2,1500,15,skeptical,0.67989417989418,91,0.3201058201058201,43
9,2,1500,15,skeptical,0.6100529100529101,82,0.38994708994708993,51
9,2,1500,15,skeptical,0.5851851851851851,79,0.4148148148148148,56
9,2,1500,15,skeptical,0.6216931216931216,83,0.3783068783068783,51
9,2,1500,15,skeptical,0.6179894179894181,83,0.382010582010582,51
9,2,1500,15,skeptical,0.6370370370370371,86,0.36296296296296293,49
9,2,1500,15,skeptical,0.562962962962963,76,0.43703703703703706,59
9,2,1500,15,skeptical,0.5915343915343915,79,0.4084656084656084,55
9,2,1500,15,skeptical,0.626984126984127,84,0.373015873015873,50
9,2,1500,15,skeptical,0.6074074074074074,82,0.39259259259259266,53
9,2,1500,15,skeptical,0.7158730158730159,95,0.2841269841269841,38
9,2,1500,15,skeptical,0.7851851851851852,106,0.21481481481481482,29
9,2,1500,15,skeptical,0.6730158730158731,90,0.32698412698412704,44
9,2,1500,15,skeptical,0.4296296296296297,58,0.5703703703703704,77
9,2,1500,15,skeptical,0.6444444444444445,87,0.35555555555555557,48
9,2,1500,15,skeptical,0.7349206349206349,99,0.26507936507936514,35
9,2,1500,15,skeptical,0.5555555555555556,75,0.4444444444444444,60
9,2,1500,15,skeptical,0.6148148148148149,83,0.38518518518518513,52
9,2,1500,15,skeptical,0.5481481481481482,74,0.45185185185185184,61
9,2,1500,15,skeptical,0.577777777777778,78,0.4222222222222223,57
9,2,1500,15,skeptical,0.5999999999999999,81,0.39999999999999997,54
9,2,1500,15,skeptical,0.5544973544973545,74,0.4455026455026455,60
9,2,1500,15,skeptical,0.5333333333333333,72,0.4666666666666667,63
9,2,1500,15,skeptical,0.6962962962962963,94,0.30370370370370364,41
9,2,1500,15,skeptical,0.6666666666666666,90,0.3333333333333333,45
9,2,1500,15,skeptical,0.5037037037037037,68,0.4962962962962963,67
9,2,1500,15,skeptical,0.5925925925925926,80,0.40740740740740744,55
9,2,1500,15,skeptical,0.6222222222222222,84,0.37777777777777777,51
9,2,1500,15,skeptical,0.4740740740740741,64,0.5259259259259259,71
9,2,1500,15,skeptical,0.5481481481481482,74,0.45185185185185184,61
9,2,1500,15,skeptical,0.5851851851851851,78,0.4148148148148148,55
9,2,1500,15,skeptical,0.5703703703703704,77,0.4296296296296297,58
9,2,1500,15,skeptical,0.5814814814814815,78,0.4185185185185185,56
9,2,1500,15,skeptical,0.6074074074074073,82,0.3925925925925926,53
9,2,1500,15,skeptical,0.5037037037037037,68,0.4962962962962963,67
9,2,1500,15,skeptical,0.6666666666666666,90,0.3333333333333333,45
9,2,1500,15,skeptical,0.5894179894179894,79,0.4105820105820106,55
9,2,1500,15,skeptical,0.6058201058201058,81,0.3941798941798942,53
9,2,1500,15,skeptical,0.638095238095238,86,0.3619047619047619,48
9,2,1500,15,skeptical,0.6074074074074073,82,0.3925925925925926,53
9,2,1500,15,skeptical,0.7851851851851852,106,0.21481481481481482,29
9,2,1500,15,skeptical,0.6365079365079365,85,0.3634920634920635,49
9,2,1500,15,skeptical,0.5185185185185186,69,0.48148148148148145,65
9,2,1500,15,skeptical,0.7597883597883598,101,0.2402116402116402,32
9,2,1500,15,skeptical,0.5777777777777778,78,0.4222222222222222,57
9,2,1500,15,skeptical,0.4444444444444444,60,0.5555555555555556,75
9,2,1500,15,skeptical,0.7777777777777779,105,0.2222222222222222,30
9,2,1500,15,skeptical,0.5788359788359788,78,0.42116402116402113,56
9,2,1500,15,skeptical,0.6619047619047618,89,0.3380952380952381,45
9,2,1500,15,skeptical,0.5968253968253968,80,0.40317460317460324,54
9,2,1500,15,skeptical,0.7513227513227514,100,0.2486772486772487,33
9,2,1500,15,skeptical,0.5111111111111112,69,0.4888888888888888,66
9,2,1500,15,skeptical,0.7333333333333334,99,0.2666666666666667,36
9,2,1500,15,skeptical,0.6222222222222222,84,0.3777777777777778,51
9,2,1500,15,skeptical,0.6962962962962963,94,0.30370370370370364,41
9,2,1500,15,skeptical,0.6433862433862433,86,0.3566137566137566,48
9,2,1500,15,skeptical,0.6582010582010583,88,0.3417989417989418,45
9,2,1500,15,skeptical,0.6693121693121693,90,0.3306878306878307,44
9,2,1500,15,skeptical,0.6444444444444444,87,0.35555555555555557,48
9,2,1500,15,skeptical,0.6195767195767197,83,0.38042328042328044,51
9,2,1500,15,skeptical,0.5925925925925928,80,0.40740740740740744,55
10,2,1500,15,skeptical,0.5199999999999999,78,0.4800000000000001,72
10,2,1500,15,skeptical,0.4609523809523811,69,0.539047619047619,80
10,2,1500,15,skeptical,0.5095238095238095,76,0.4904761904761905,73
10,2,1500,15,skeptical,0.4707692307692307,70,0.5292307692307692,77
10,2,1500,15,skeptical,0.41714285714285715,62,0.5828571428571427,87
10,2,1500,15,skeptical,0.6066666666666667,91,0.39333333333333337,59
10,2,1500,15,skeptical,0.6,90,0.4,60
10,2,1500,15,skeptical,0.31333333333333335,47,0.6866666666666666,103
10,2,1500,15,skeptical,0.5733333333333333,86,0.42666666666666664,64
10,2,1500,15,skeptical,0.5657142857142857,84,0.4342857142857143,65
10,2,1500,15,skeptical,0.47333333333333333,71,0.5266666666666667,79
10,2,1500,15,skeptical,0.6166666666666667,92,0.38333333333333336,57
10,2,1500,15,skeptical,0.7466666666666667,111,0.2533333333333333,38
10,2,1500,15,skeptical,0.6933333333333332,104,0.30666666666666664,46
10,2,1500,15,skeptical,0.5800000000000001,87,0.41999999999999993,63
10,2,1500,15,skeptical,0.5590476190476191,83,0.4409523809523809,66
10,2,1500,15,skeptical,0.4733333333333333,71,0.5266666666666666,79
10,2,1500,15,skeptical,0.5852380952380952,86,0.4147619047619047,62
10,2,1500,15,skeptical,0.6247619047619047,93,0.37523809523809526,56
10,2,1500,15,skeptical,0.5599999999999999,84,0.44000000000000006,66
10,2,1500,15,skeptical,0.5599999999999999,84,0.44000000000000006,66
10,2,1500,15,skeptical,0.6066666666666667,91,0.39333333333333337,59
10,2,1500,15,skeptical,0.7785714285714287,116,0.22142857142857145,33
10,2,1500,15,skeptical,0.6642857142857144,99,0.3357142857142857,50
10,2,1500,15,skeptical,0.6266666666666667,93,0.37333333333333335,54
10,2,1500,15,skeptical,0.49857142857142855,74,0.5014285714285714,75
10,2,1500,15,skeptical,0.58,87,0.42000000000000004,63
10,2,1500,15,skeptical,0.5866666666666667,88,0.4133333333333333,62
10,2,1500,15,skeptical,0.6200000000000001,93,0.38,57
10,2,1500,15,skeptical,0.6923809523809524,103,0.30761904761904757,46
10,2,1500,15,skeptical,0.66,99,0.34,51
10,2,1500,15,skeptical,0.692857142857143,103,0.30714285714285716,46
10,2,1500,15,skeptical,0.6533333333333333,98,0.3466666666666667,52
10,2,1500,15,skeptical,0.6466666666666667,96,0.3533333333333334,53
10,2,1500,15,skeptical,0.7666666666666667,115,0.23333333333333334,35
10,2,1500,15,skeptical,0.5585714285714286,83,0.44142857142857156,66
10,2,1500,15,skeptical,0.6161904761904762,92,0.3838095238095239,57
10,2,1500,15,skeptical,0.6533333333333333,98,0.3466666666666666,52
10,2,1500,15,skeptical,0.78,117,0.21999999999999997,33
10,2,1500,15,skeptical,0.6414285714285716,95,0.35857142857142865,53
10,2,1500,15,skeptical,0.569047619047619,85,0.43095238095238103,64
10,2,1500,15,skeptical,0.54,81,0.4600000000000001,69
10,2,1500,15,skeptical,0.6799999999999999,102,0.32,48
10,2,1500,15,skeptical,0.5038095238095238,75,0.4961904761904762,74
10,2,1500,15,skeptical,0.7533333333333333,113,0.24666666666666665,37
10,2,1500,15,skeptical,0.6000000000000001,89,0.4,60
10,2,1500,15,skeptical,0.7133333333333333,107,0.2866666666666666,43
10,2,1500,15,skeptical,0.550952380952381,82,0.44904761904761914,67
10,2,1500,15,skeptical,0.6066666666666667,91,0.3933333333333334,59
10,2,1500,15,skeptical,0.6200000000000001,93,0.38,57
10,2,1500,15,skeptical,0.5800000000000001,87,0.42000000000000004,63
10,2,1500,15,skeptical,0.5533333333333333,83,0.44666666666666666,67
10,2,1500,15,skeptical,0.7866666666666668,118,0.21333333333333332,32
10,2,1500,15,skeptical,0.6933333333333332,104,0.30666666666666675,46
10,2,1500,15,skeptical,0.7866666666666666,118,0.21333333333333332,32
10,2,1500,15,skeptical,0.5266666666666667,79,0.47333333333333333,71
10,2,1500,15,skeptical,0.6319047619047619,94,0.3680952380952381,55
10,2,1500,15,skeptical,0.5266666666666666,79,0.47333333333333333,71
10,2,1500,15,skeptical,0.5933333333333334,89,0.4066666666666666,61
10,2,1500,15,skeptical,0.5380952380952382,80,0.46190476190476204,69
10,2,1500,15,skeptical,0.5814285714285715,87,0.4185714285714286,62
10,2,1500,15,skeptical,0.6442857142857144,96,0.3557142857142857,53
10,2,1500,15,skeptical,0.6185714285714285,92,0.38142857142857145,57
10,2,1500,15,skeptical,0.5133333333333333,77,0.48666666666666664,73
10,2,1500,15,skeptical,0.6676190476190477,100,0.3323809523809524,49
10,2,1500,15,skeptical,0.5804761904761905,86,0.4195238095238095,62
10,2,1500,15,skeptical,0.6266666666666667,94,0.37333333333333335,56
10,2,1500,15,skeptical,0.6647619047619048,99,0.3352380952380952,50
10,2,1500,15,skeptical,0.628095238095238,92,0.37190476190476196,55
10,2,1500,15,skeptical,0.8066666666666666,121,0.1933333333333333,29
10,2,1500,15,skeptical,0.58,87,0.42000000000000004,63
10,2,1500,15,skeptical,0.5666666666666667,85,0.4333333333333334,65
10,2,1500,15,skeptical,0.6533333333333333,98,0.3466666666666667,52
10,2,1500,15,skeptical,0.6066666666666667,90,0.39333333333333337,59
10,2,1500,15,skeptical,0.5647619047619047,84,0.4352380952380952,65
10,2,1500,15,skeptical,0.738095238095238,110,0.2619047619047619,39
10,2,1500,15,skeptical,0.5584615384615386,83,0.44153846153846155,65
10,2,1500,15,skeptical,0.5333333333333333,80,0.4666666666666667,70
10,2,1500,15,skeptical,0.7533333333333334,113,0.24666666666666667,37
10,2,1500,15,skeptical,0.4600000000000001,69,0.5399999999999999,81
10,2,1500,15,skeptical,0.72,108,0.28,42
10,2,1500,15,skeptical,0.6290476190476191,94,0.370952380952381,55
10,2,1500,15,skeptical,0.5576190476190476,82,0.44238095238095243,66
10,2,1500,15,skeptical,0.5752380952380953,86,0.4247619047619048,63
10,2,1500,15,skeptical,0.6599999999999999,99,0.34,51
10,2,1500,15,skeptical,0.5666666666666667,84,0.4333333333333334,65
10,2,1500,15,skeptical,0.58,87,0.42000000000000004,63
10,2,1500,15,skeptical,0.5666666666666668,85,0.4333333333333333,65
10,2,1500,15,skeptical,0.6085714285714287,91,0.39142857142857146,58
10,2,1500,15,skeptical,0.5985714285714285,89,0.4014285714285714,60
10,2,1500,15,skeptical,0.6399999999999999,96,0.36,54
10,2,1500,15,skeptical,0.5333333333333334,80,0.4666666666666667,70
10,2,1500,15,skeptical,0.7266666666666668,108,0.2733333333333333,41
10,2,1500,15,skeptical,0.78,117,0.22000000000000003,33
10,2,1500,15,skeptical,0.5685714285714286,84,0.4314285714285715,64
10,2,1500,15,skeptical,0.64,96,0.36,54
10,2,1500,15,skeptical,0.7333333333333334,110,0.26666666666666666,40
10,2,1500,15,skeptical,0.5733333333333334,86,0.42666666666666664,64
10,2,1500,15,skeptical,0.7523809523809525,112,0.24761904761904763,37
10,2,1500,15,skeptical,0.58,87,0.41999999999999993,63
11,2,1500,15,skeptical,0.5757575757575757,95,0.4242424242424242,70
11,2,1500,15,skeptical,0.7575757575757575,124,0.2424242424242424,40
11,2,1500,15,skeptical,0.4606060606060607,76,0.5393939393939394,89
11,2,1500,15,skeptical,0.5939393939393941,98,0.40606060606060607,67
11,2,1500,15,skeptical,0.7030303030303031,116,0.296969696969697,49
11,2,1500,15,skeptical,0.6121212121212122,101,0.3878787878787879,64
11,2,1500,15,skeptical,0.5220779220779221,86,0.47792207792207786,78
11,2,1500,15,skeptical,0.5497835497835498,90,0.45021645021645024,74
11,2,1500,15,skeptical,0.5887445887445888,97,0.41125541125541126,67
11,2,1500,15,skeptical,0.6484848484848486,107,0.3515151515151515,58
11,2,1500,15,skeptical,0.6047619047619047,99,0.3952380952380953,65
11,2,1500,15,skeptical,0.5272727272727272,87,0.4727272727272727,78
11,2,1500,15,skeptical,0.5242424242424243,86,0.4757575757575758,77
11,2,1500,15,skeptical,0.6484848484848483,107,0.3515151515151515,58
11,2,1500,15,skeptical,0.6242424242424244,103,0.37575757575757573,62
11,2,1500,15,skeptical,0.561038961038961,92,0.438961038961039,72
11,2,1500,15,skeptical,0.6121212121212122,101,0.3878787878787879,64
11,2,1500,15,skeptical,0.6463203463203464,106,0.35367965367965376,58
11,2,1500,15,skeptical,0.5151515151515151,85,0.4848484848484849,80
11,2,1500,15,skeptical,0.6242424242424244,103,0.3757575757575758,62
11,2,1500,15,skeptical,0.6909090909090909,114,0.3090909090909091,51
11,2,1500,15,skeptical,0.6606060606060606,109,0.3393939393939394,56
11,2,1500,15,skeptical,0.6606060606060606,109,0.3393939393939394,56
11,2,1500,15,skeptical,0.4848484848484848,80,0.5151515151515151,85
11,2,1500,15,skeptical,0.496969696969697,82,0.503030303030303,83
11,2,1500,15,skeptical,0.6108225108225108,100,0.3891774891774892,64
11,2,1500,15,skeptical,0.5251082251082251,86,0.4748917748917749,78
11,2,1500,15,skeptical,0.49696969696969706,82,0.5030303030303029,83
11,2,1500,15,skeptical,0.6233766233766233,102,0.37662337662337664,62
11,2,1500,15,skeptical,0.5818181818181819,96,0.41818181818181815,69
11,2,1500,15,skeptical,0.6363636363636364,105,0.36363636363636365,60
11,2,1500,15,skeptical,0.5878787878787878,97,0.41212121212121217,68
11,2,1500,15,skeptical,0.5515151515151515,91,0.44848484848484843,74
11,2,1500,15,skeptical,0.6666666666666666,110,0.3333333333333334,55
11,2,1500,15,skeptical,0.5636363636363636,93,0.43636363636363645,72
11,2,1500,15,skeptical,0.5722943722943723,94,0.4277056277056277,70
11,2,1500,15,skeptical,0.6870129870129871,113,0.31298701298701304,51
11,2,1500,15,skeptical,0.5454545454545455,90,0.4545454545454545,75
11,2,1500,15,skeptical,0.5086580086580087,83,0.4913419913419913,81
11,2,1500,15,skeptical,0.59004329004329,96,0.40995670995670996,67
11,2,1500,15,skeptical,0.6787878787878788,112,0.3212121212121212,53
11,2,1500,15,skeptical,0.6363636363636364,105,0.3636363636363637,60
11,2,1500,15,skeptical,0.5575757575757575,92,0.4424242424242424,73
11,2,1500,15,skeptical,0.5316017316017316,87,0.46839826839826837,77
11,2,1500,15,skeptical,0.5454545454545454,90,0.45454545454545453,75
11,2,1500,15,skeptical,0.5047619047619047,82,0.49523809523809526,81
11,2,1500,15,skeptical,0.6303030303030304,104,0.3696969696969697,61
11,2,1500,15,skeptical,0.7367965367965368,120,0.2632034632034632,43
11,2,1500,15,skeptical,0.6121212121212122,101,0.38787878787878793,64
11,2,1500,15,skeptical,0.5662337662337663,92,0.43376623376623374,71
11,2,1500,15,skeptical,0.43636363636363634,72,0.5636363636363636,93
11,2,1500,15,skeptical,0.6515151515151516,107,0.3484848484848485,57
11,2,1500,15,skeptical,0.6575757575757575,108,0.3424242424242424,56
11,2,1500,15,skeptical,0.5311688311688312,87,0.4688311688311689,76
11,2,1500,15,skeptical,0.6666666666666666,110,0.3333333333333333,55
11,2,1500,15,skeptical,0.676923076923077,110,0.3230769230769231,53
11,2,1500,15,skeptical,0.6116883116883117,100,0.3883116883116884,63
11,2,1500,15,skeptical,0.5562770562770564,91,0.4437229437229437,73
11,2,1500,15,skeptical,0.5212121212121211,86,0.47878787878787876,79
11,2,1500,15,skeptical,0.6242424242424243,103,0.3757575757575758,62
11,2,1500,15,skeptical,0.5056277056277056,83,0.4943722943722944,81
11,2,1500,15,skeptical,0.6835497835497836,112,0.3164502164502165,52
11,2,1500,15,skeptical,0.6848484848484848,113,0.3151515151515151,52
11,2,1500,15,skeptical,0.751082251082251,123,0.24891774891774895,41
11,2,1500,15,skeptical,0.6909090909090909,114,0.30909090909090914,51
11,2,1500,15,skeptical,0.4714285714285715,77,0.5285714285714286,87
11,2,1500,15,skeptical,0.4878787878787879,80,0.5121212121212122,84
11,2,1500,15,skeptical,0.4930735930735931,81,0.506926406926407,83
11,2,1500,15,skeptical,0.5783549783549783,95,0.4216450216450216,69
11,2,1500,15,skeptical,0.5878787878787879,97,0.4121212121212121,68
11,2,1500,15,skeptical,0.6545454545454545,108,0.34545454545454546,57
11,2,1500,15,skeptical,0.5969696969696968,98,0.40303030303030307,66
11,2,1500,15,skeptical,0.5393939393939393,89,0.4606060606060607,76
11,2,1500,15,skeptical,0.5692640692640693,93,0.43073593073593075,71
11,2,1500,15,skeptical,0.47445887445887447,78,0.5255411255411256,86
11,2,1500,15,skeptical,0.4874458874458875,80,0.5125541125541124,84
11,2,1500,15,skeptical,0.6731601731601731,111,0.3268398268398268,53
11,2,1500,15,skeptical,0.5333333333333334,88,0.4666666666666666,77
11,2,1500,15,skeptical,0.48285048285048293,78,0.5171495171495171,84
11,2,1500,15,skeptical,0.5454545454545454,89,0.45454545454545453,74
11,2,1500,15,skeptical,0.612121212121212,101,0.3878787878787879,64
11,2,1500,15,skeptical,0.503030303030303,83,0.496969696969697,82
11,2,1500,15,skeptical,0.5722943722943724,93,0.4277056277056277,70
11,2,1500,15,skeptical,0.7545454545454546,124,0.24545454545454548,40
11,2,1500,15,skeptical,0.5796536796536796,94,0.4203463203463203,68
11,2,1500,15,skeptical,0.6329004329004329,104,0.367099567099567,60
11,2,1500,15,skeptical,0.670995670995671,110,0.32900432900432897,54
11,2,1500,15,skeptical,0.6363636363636362,105,0.3636363636363636,60
11,2,1500,15,skeptical,0.7575757575757577,125,0.2424242424242424,40
11,2,1500,15,skeptical,0.5567099567099567,91,0.44329004329004335,73
11,2,1500,15,skeptical,0.587878787878788,97,0.4121212121212121,68
11,2,1500,15,skeptical,0.6103896103896104,100,0.3896103896103896,64
11,2,1500,15,skeptical,0.6484848484848486,107,0.35151515151515156,58
11,2,1500,15,skeptical,0.8424242424242425,139,0.15757575757575756,26
